timestamp,zona_patio,avg_dwell_time,p95_dwell_time,blocking_rate,movement_density,non_productive_move_rate,yard_saturation_score,yard_occupancy_rate
2025-01-01 13:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 14:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,2.8,0.08
2025-01-01 14:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 14:00:00,SUR,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 15:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,4.199999999999999,0.12
2025-01-01 15:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-01 15:00:00,SUR,0.0,0.0,0.0,0.0,0.0,2.8,0.08
2025-01-01 16:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 16:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 16:00:00,SUR,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 17:00:00,BUFFER_CARGA,20.0,20.0,0.0,0.0,0.0,2.3666666666666667,0.02
2025-01-01 17:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-01 17:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-01 17:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 17:00:00,SUR,0.0,0.0,0.0,0.0,0.0,2.0999999999999996,0.06
2025-01-01 18:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 18:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 19:00:00,BUFFER_CARGA,127.0,127.0,0.0,0.0,0.0,11.283333333333337,0.02
2025-01-01 19:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-01 19:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-01 19:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 19:00:00,SUR,0.0,0.0,0.0,0.0,0.0,4.9,0.14
2025-01-01 20:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-01 20:00:00,SUR,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-01 21:00:00,BUFFER_CARGA,114.0,114.0,0.0,0.0,0.0,10.2,0.02
2025-01-01 21:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-01 21:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,2.8,0.08
2025-01-01 21:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 21:00:00,SUR,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 22:00:00,BUFFER_CARGA,111.5,146.15,0.0,0.0,0.0,13.57916666666667,0.04
2025-01-01 22:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,2.8,0.08
2025-01-01 22:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 22:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-01 22:00:00,SUR,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-01 23:00:00,BUFFER_CARGA,161.0,161.0,0.0,0.0,0.0,14.116666666666667,0.02
2025-01-01 23:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-01 23:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-01 23:00:00,SUR,0.0,0.0,0.0,0.0,0.0,3.4999999999999996,0.1
2025-01-02 00:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,2.8,0.08
2025-01-02 00:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 00:00:00,SUR,0.0,0.0,0.0,0.0,0.0,2.8,0.08
2025-01-02 01:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,3.4999999999999996,0.1
2025-01-02 01:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 01:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 01:00:00,SUR,0.0,0.0,0.0,0.0,0.0,2.8,0.08
2025-01-02 02:00:00,BUFFER_CARGA,54.0,54.0,0.0,0.0,0.0,5.2,0.02
2025-01-02 02:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 02:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,3.4999999999999996,0.1
2025-01-02 02:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 02:00:00,SUR,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 03:00:00,BUFFER_CARGA,126.0,143.1,0.0,0.0,0.0,13.324999999999998,0.04
2025-01-02 03:00:00,ESTE,0.0,0.0,0.0,1.0,0.0,2.0999999999999996,0.06
2025-01-02 03:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 03:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 03:00:00,SUR,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 04:00:00,BUFFER_CARGA,189.0,189.0,0.0,0.0,0.0,16.45,0.02
2025-01-02 04:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 04:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 04:00:00,PRE_SALIDA,805.0,805.0,1.0,0.0,0.0,45.7,0.02
2025-01-02 05:00:00,BUFFER_CARGA,87.66666666666667,100.4,0.0,0.0,0.0,9.766666666666666,0.04
2025-01-02 05:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 05:00:00,NORTE,0.0,0.0,0.0,1.0,1.0,20.700000000000003,0.02
2025-01-02 05:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 05:00:00,PRE_SALIDA,345.5,438.65,0.0,0.0,0.0,21.4,0.04
2025-01-02 05:00:00,SUR,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 06:00:00,BUFFER_CARGA,145.0,145.0,0.0,0.0,0.0,12.783333333333331,0.02
2025-01-02 06:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 06:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 06:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 06:00:00,PRE_SALIDA,781.5,892.65,1.0,0.0,0.0,46.400000000000006,0.04
2025-01-02 06:00:00,SUR,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 07:00:00,ESTE,0.0,0.0,0.0,1.0,0.0,1.4,0.04
2025-01-02 07:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,2.0999999999999996,0.06
2025-01-02 07:00:00,PRE_SALIDA,882.3333333333334,978.1,1.0,0.0,0.0,47.1,0.06
2025-01-02 07:00:00,SUR,0.0,0.0,0.0,1.0,1.0,22.1,0.06
2025-01-02 08:00:00,ESTE,0.0,0.0,0.0,1.0,1.0,20.700000000000003,0.02
2025-01-02 08:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 08:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 08:00:00,PRE_SALIDA,762.0,1059.3,0.9,0.0,0.0,51.3,0.18
2025-01-02 08:00:00,SUR,0.0,0.0,0.0,3.0,1.0,22.1,0.06
2025-01-02 09:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 09:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 09:00:00,PRE_SALIDA,695.6666666666666,1038.4,0.6666666666666666,1.0,1.0,66.4,0.04
2025-01-02 09:00:00,SUR,0.0,0.0,0.0,2.0,1.0,20.700000000000003,0.02
2025-01-02 10:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,2.8,0.08
2025-01-02 10:00:00,OESTE,354.5,673.55,0.5,1.0,1.0,66.4,0.04
2025-01-02 10:00:00,PRE_SALIDA,950.0,1171.65,1.0,0.0,0.0,47.8,0.08
2025-01-02 10:00:00,SUR,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 11:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 11:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 11:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 11:00:00,PRE_SALIDA,1067.6666666666667,1256.75,1.0,0.0,0.0,49.2,0.12
2025-01-02 11:00:00,SUR,0.0,0.0,0.0,1.0,1.0,22.1,0.06
2025-01-02 12:00:00,BUFFER_CARGA,57.0,57.0,0.0,1.0,1.0,25.45,0.02
2025-01-02 12:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 12:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 12:00:00,PRE_SALIDA,870.2857142857143,1255.9,0.8571428571428571,1.0,1.0,69.19999999999999,0.12
2025-01-02 12:00:00,SUR,246.5,468.35,0.5,0.0,0.0,46.400000000000006,0.04
2025-01-02 13:00:00,BUFFER_CARGA,105.5,113.15,0.0,1.0,1.0,30.82916666666667,0.04
2025-01-02 13:00:00,ESTE,693.0,693.0,1.0,2.0,1.0,65.7,0.02
2025-01-02 13:00:00,NORTE,729.0,729.0,1.0,0.0,0.0,45.7,0.02
2025-01-02 13:00:00,PRE_SALIDA,1150.571428571429,1395.6999999999998,1.0,0.0,0.0,49.9,0.14
2025-01-02 13:00:00,SUR,0.0,0.0,0.0,3.0,1.0,21.4,0.04
2025-01-02 14:00:00,BUFFER_CARGA,150.0,150.0,0.0,1.0,1.0,33.2,0.02
2025-01-02 14:00:00,NORTE,0.0,0.0,0.0,1.0,0.0,0.7,0.02
2025-01-02 14:00:00,PRE_SALIDA,1082.4,1407.2,1.0,0.0,0.0,48.5,0.1
2025-01-02 14:00:00,SUR,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 15:00:00,BUFFER_CARGA,108.0,108.0,0.0,0.0,0.0,9.7,0.02
2025-01-02 15:00:00,ESTE,0.0,0.0,0.0,2.0,0.5,20.700000000000003,0.02
2025-01-02 15:00:00,NORTE,0.0,0.0,0.0,1.0,1.0,20.700000000000003,0.02
2025-01-02 15:00:00,PRE_SALIDA,991.3333333333334,1381.75,1.0,1.0,1.0,69.19999999999999,0.12
2025-01-02 15:00:00,SUR,0.0,0.0,0.0,2.0,1.0,22.8,0.08
2025-01-02 16:00:00,BUFFER_CARGA,189.0,189.0,0.0,1.0,1.0,36.45,0.02
2025-01-02 16:00:00,ESTE,0.0,0.0,0.0,2.0,1.0,22.1,0.06
2025-01-02 16:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,2.0999999999999996,0.06
2025-01-02 16:00:00,OESTE,0.0,0.0,0.0,2.0,1.0,21.4,0.04
2025-01-02 16:00:00,PRE_SALIDA,1250.5555555555557,1493.4,1.0,0.0,0.0,50.6,0.16
2025-01-02 16:00:00,SUR,0.0,0.0,0.0,2.0,1.0,21.4,0.04
2025-01-02 17:00:00,NORTE,0.0,0.0,0.0,1.0,1.0,20.700000000000003,0.02
2025-01-02 17:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 17:00:00,PRE_SALIDA,1143.6153846153843,1554.0,1.0,0.0,0.0,52.0,0.2
2025-01-02 17:00:00,SUR,0.0,0.0,0.0,3.0,1.0,21.4,0.04
2025-01-02 18:00:00,ESTE,0.0,0.0,0.0,2.0,1.0,22.1,0.06
2025-01-02 18:00:00,NORTE,0.0,0.0,0.0,2.0,1.0,20.700000000000003,0.02
2025-01-02 18:00:00,OESTE,0.0,0.0,0.0,2.0,1.0,22.1,0.06
2025-01-02 18:00:00,PRE_SALIDA,1222.5555555555557,1539.1999999999998,1.0,0.0,0.0,51.3,0.18
2025-01-02 18:00:00,SUR,0.0,0.0,0.0,2.0,1.0,22.1,0.06
2025-01-02 19:00:00,ESTE,0.0,0.0,0.0,2.0,1.0,20.700000000000003,0.02
2025-01-02 19:00:00,NORTE,0.0,0.0,0.0,3.0,1.0,23.5,0.1
2025-01-02 19:00:00,PRE_SALIDA,1390.75,1522.5,1.0,0.0,0.0,49.2,0.12
2025-01-02 19:00:00,SUR,0.0,0.0,0.0,1.0,1.0,21.4,0.04
2025-01-02 20:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 20:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 20:00:00,OESTE,0.0,0.0,0.0,0.0,0.0,1.4,0.04
2025-01-02 20:00:00,PRE_SALIDA,1257.5,1581.75,1.0,0.0,0.0,50.6,0.16
2025-01-02 20:00:00,SUR,0.0,0.0,0.0,2.0,1.0,23.5,0.1
2025-01-02 21:00:00,NORTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 21:00:00,OESTE,0.0,0.0,0.0,1.0,1.0,22.8,0.08
2025-01-02 21:00:00,PRE_SALIDA,1518.125,1897.35,1.0,0.0,0.0,50.6,0.16
2025-01-02 22:00:00,ESTE,0.0,0.0,0.0,1.0,1.0,20.700000000000003,0.02
2025-01-02 22:00:00,NORTE,0.0,0.0,0.0,3.0,1.0,20.700000000000003,0.02
2025-01-02 22:00:00,OESTE,0.0,0.0,0.0,6.0,1.0,22.1,0.06
2025-01-02 22:00:00,PRE_SALIDA,1139.7272727272727,1519.0,1.0,0.0,0.0,52.0,0.2
2025-01-02 22:00:00,SUR,0.0,0.0,0.0,1.0,1.0,20.700000000000003,0.02
2025-01-02 23:00:00,ESTE,0.0,0.0,0.0,0.0,0.0,0.7,0.02
2025-01-02 23:00:00,NORTE,0.0,0.0,0.0,3.0,1.0,24.2,0.12
2025-01-02 23:00:00,OESTE,0.0,0.0,0.0,2.0,1.0,22.1,0.06
2025-01-02 23:00:00,PRE_SALIDA,1380.3846153846157,1728.3999999999992,1.0,0.0,0.0,54.099999999999994,0.26
2025-01-02 23:00:00,SUR,0.0,0.0,0.0,3.0,1.0,21.4,0.04
2025-01-03 00:00:00,BUFFER_CARGA,64.0,64.0,0.0,0.0,0.0,6.033333333333333,0.02
2025-01-03 00:00:00,ESTE,0.0,0.0,0.0,2.0,1.0,20.700000000000003,0.02
