fecha,turno,tipo_propulsion,version_id,total_vehiculos,readiness_rate,delay_rate,avg_dispatch_delay_min,avg_soc_gap_before_dispatch,avg_dispatch_readiness_risk_score,eventos_falta_carga,eventos_soc_insuficiente,eventos_bloqueo_patio
2025-01-01,A,ICE,VAN_ICE_LARGE_01,10,1.0,0.5,23.5,0.0,23.78125,0,0,10
2025-01-04,C,ICE,VAN_ICE_CREW_01,3,1.0,1.0,128.0,0.0,35.0,0,0,3
2025-01-06,A,ICE,VAN_ICE_MID_02,22,1.0,0.8181818181818182,64.77272727272727,0.0,28.11079545454546,0,0,22
2025-01-06,A,ICE,VAN_ICE_MID_01,17,1.0,0.8235294117647058,58.1764705882353,0.0,27.53063725490196,0,0,17
2025-01-06,B,ICE,VAN_ICE_LARGE_01,14,1.0,0.8571428571428571,83.78571428571429,0.0,30.394345238095234,0,0,14
2025-01-09,A,ICE,VAN_ICE_MID_02,21,1.0,0.8571428571428571,76.38095238095238,0.0,29.623015873015873,0,0,21
2025-01-09,A,ICE,VAN_ICE_MID_01,25,1.0,0.92,70.28,0.0,28.720833333333324,0,0,24
2025-01-09,B,ICE,VAN_ICE_LARGE_01,9,1.0,0.5555555555555556,40.22222222222222,0.0,25.486111111111107,0,0,9
2025-01-10,A,ICE,VAN_ICE_LARGE_01,6,1.0,0.8333333333333334,151.66666666666666,0.0,36.354166666666664,0,0,6
2025-01-16,A,EV,VAN_EV_CREW_01,1,1.0,1.0,190.0,0.5600000000000023,42.24055555555556,0,0,1
2025-01-19,B,EV,VAN_EV_MID_01,2,0.5,1.0,300.0,-0.17499999999999716,46.104444444444454,0,0,2
2025-01-21,A,EV,VAN_EV_MID_01,1,1.0,0.0,0.0,0.13999999999998636,23.13999999999999,0,0,1
2025-01-22,B,EV,VAN_EV_MID_01,1,1.0,1.0,159.0,-0.7400000000000091,38.673611111111114,0,0,1
2025-01-24,C,EV,VAN_EV_CREW_01,2,1.0,1.0,126.0,0.769999999999996,36.95055555555555,0,0,2
2025-01-24,B,EV,VAN_EV_LARGE_01,1,1.0,1.0,112.0,-0.789999999999992,31.777777777777782,0,0,1
2025-01-25,B,EV,VAN_EV_MID_02,5,0.8,1.0,72419.6,-0.4919999999999959,39.44383333333334,0,0,4
2025-01-15,C,ICE,VAN_ICE_CREW_01,9,1.0,1.0,100.77777777777777,0.0,31.759259259259256,0,0,9
2025-01-15,B,ICE,VAN_ICE_MID_01,12,1.0,0.75,69.91666666666667,0.0,28.671875,0,0,12
2025-01-15,B,ICE,VAN_ICE_MID_02,12,0.9166666666666666,1.0,31465.666666666668,0.0,32.239583333333336,0,0,12
2025-01-18,B,ICE,VAN_ICE_LARGE_01,7,1.0,1.0,105.0,0.0,32.604166666666664,0,0,7
2025-01-22,B,ICE,VAN_ICE_LARGE_01,9,0.8888888888888888,1.0,40859.555555555555,0.0,35.763888888888886,0,0,9
2025-01-23,B,ICE,VAN_ICE_CREW_01,7,1.0,1.0,88.14285714285714,0.0,30.848214285714285,0,0,7
2025-01-25,A,ICE,VAN_ICE_MID_02,18,0.8888888888888888,1.0,149.38888888888889,0.0,35.23726851851851,0,0,18
2025-01-25,A,ICE,VAN_ICE_MID_01,19,1.0,0.8947368421052632,97.84210526315789,0.0,31.398026315789473,0,0,18
2025-01-26,B,EV,VAN_EV_MID_01,3,1.0,1.0,63.0,0.023333333333335798,29.090277777777782,0,0,3
2025-01-29,C,EV,VAN_EV_MID_02,1,1.0,1.0,122.0,-1.1500000000000057,36.59722222222223,0,0,1
2025-01-30,A,EV,VAN_EV_LARGE_01,1,1.0,1.0,113.0,0.01999999999999602,34.56861111111111,0,0,1
2025-01-30,B,EV,VAN_EV_CREW_01,1,1.0,1.0,134.0,0.730000000000004,40.46611111111111,0,0,1
2025-02-03,C,EV,VAN_EV_MID_01,4,1.0,1.0,75.25,3.2950000000000017,35.25826388888889,0,1,2
2025-02-03,A,EV,VAN_EV_MID_02,3,1.0,0.6666666666666666,82.33333333333333,0.0033333333333350388,33.320092592592594,0,0,3
2025-02-03,B,EV,VAN_EV_MID_02,1,1.0,1.0,133.0,-0.6199999999999903,38.520833333333336,0,0,1
2025-02-04,B,EV,VAN_EV_MID_02,1,1.0,1.0,231.0,0.9300000000000068,48.99250000000001,0,0,1
2025-02-05,C,EV,VAN_EV_CREW_01,1,1.0,1.0,190.0,-1.3100000000000023,44.23611111111111,0,0,1
2025-02-05,A,EV,VAN_EV_MID_01,3,1.0,1.0,146.0,-0.8233333333333329,39.22796296296297,0,0,3
2025-01-27,C,ICE,VAN_ICE_CREW_01,5,1.0,1.0,59.4,0.0,26.4125,0,0,4
2025-01-29,C,ICE,VAN_ICE_CREW_01,2,1.0,1.0,48.0,0.0,26.666666666666664,0,0,2
2025-01-29,B,ICE,VAN_ICE_CREW_01,14,0.9285714285714286,0.7857142857142857,25422.0,0.0,29.635416666666664,0,0,14
2025-01-30,B,ICE,VAN_ICE_CREW_01,9,1.0,0.8888888888888888,75.77777777777777,0.0,29.560185185185187,0,0,9
2025-01-31,B,ICE,VAN_ICE_CREW_01,12,0.9166666666666666,1.0,29501.833333333332,0.0,31.30208333333334,0,0,12
2025-01-31,C,ICE,VAN_ICE_CREW_01,7,0.8571428571428571,1.0,50515.857142857145,0.0,32.96279761904761,0,0,6
2025-01-31,A,ICE,VAN_ICE_CREW_01,12,1.0,0.9166666666666666,76.33333333333333,0.0,29.340277777777775,0,0,12
2025-02-05,A,ICE,VAN_ICE_LARGE_01,14,0.8571428571428571,0.9285714285714286,24881.428571428572,0.0,35.171130952380956,0,0,13
2025-02-07,B,ICE,VAN_ICE_LARGE_01,11,1.0,1.0,78.45454545454545,0.0,29.839015151515152,0,0,11
2025-02-07,C,EV,VAN_EV_CREW_01,1,0.0,1.0,340548.0,0.04000000000000625,45.020902777777785,0,0,0
2025-02-09,B,EV,VAN_EV_MID_01,3,1.0,1.0,100.0,0.5633333333333373,32.646666666666675,0,0,3
2025-02-10,B,EV,VAN_EV_MID_01,1,1.0,1.0,96.0,0.7199999999999989,32.720000000000006,0,0,1
2025-02-12,B,EV,VAN_EV_LARGE_01,2,1.0,1.0,58.5,-0.8199999999999932,28.260416666666664,0,0,2
2025-02-14,C,EV,VAN_EV_CREW_01,1,1.0,1.0,114.0,0.5799999999999983,36.56611111111111,0,0,1
2025-02-16,A,EV,VAN_EV_MID_01,3,1.0,1.0,108.33333333333333,0.3166666666666676,33.31101851851852,0,0,3
2025-02-18,C,EV,VAN_EV_CREW_01,2,1.0,0.5,87.0,0.060000000000002274,31.03472222222222,0,0,2
2025-02-19,B,EV,VAN_EV_MID_02,3,0.3333333333333333,1.0,216581.66666666666,-0.01666666666666572,45.55803240740741,0,0,1
2025-02-10,B,ICE,VAN_ICE_CREW_01,6,1.0,1.0,93.83333333333333,0.0,31.440972222222218,0,0,6
2025-02-11,C,ICE,VAN_ICE_MID_01,17,0.8823529411764706,0.8823529411764706,19961.0,0.0,32.689950980392155,0,0,17
2025-02-11,C,ICE,VAN_ICE_MID_02,12,1.0,0.9166666666666666,95.25,0.0,31.58854166666666,0,0,12
2025-02-12,B,ICE,VAN_ICE_LARGE_01,9,1.0,0.8888888888888888,64.11111111111111,0.0,28.344907407407405,0,0,9
2025-02-12,C,ICE,VAN_ICE_LARGE_01,14,0.8571428571428571,1.0,24068.5,0.0,33.824404761904766,0,0,14
2025-02-13,A,ICE,VAN_ICE_CREW_01,9,1.0,0.8888888888888888,58.888888888888886,0.0,27.06018518518518,0,0,9
2025-02-14,B,ICE,VAN_ICE_CREW_01,8,0.875,1.0,41494.625,0.0,33.17317708333333,0,0,7
2025-02-18,A,ICE,VAN_ICE_MID_01,23,0.9565217391304348,0.9565217391304348,14307.04347826087,0.0,31.86594202898551,0,0,23
2025-02-18,A,ICE,VAN_ICE_MID_02,11,1.0,1.0,78.18181818181819,0.0,29.810606060606062,0,0,11
2025-02-21,C,EV,VAN_EV_CREW_01,1,1.0,1.0,73.0,0.030000000000001137,28.411944444444448,0,0,1
2025-02-21,A,EV,VAN_EV_CREW_01,2,0.0,1.0,323979.5,-0.25,47.05989583333334,0,0,0
2025-02-25,A,EV,VAN_EV_CREW_01,3,1.0,1.0,148.0,4.693333333333328,42.90962962962963,0,1,1
2025-02-25,B,EV,VAN_EV_MID_01,2,1.0,1.0,109.0,0.3500000000000085,28.822222222222234,0,0,1
2025-03-03,B,EV,VAN_EV_MID_01,5,0.6,1.0,123697.4,2.8280000000000003,41.87231944444444,0,1,3
2025-02-23,A,ICE,VAN_ICE_CREW_01,8,1.0,1.0,85.625,0.0,30.585937499999993,0,0,8
2025-02-24,A,ICE,VAN_ICE_CREW_01,8,1.0,1.0,97.375,0.0,31.809895833333332,0,0,8
2025-02-25,A,ICE,VAN_ICE_MID_01,16,1.0,1.0,121.0625,0.0,34.27734375,0,0,16
2025-02-25,A,ICE,VAN_ICE_MID_02,19,1.0,0.8947368421052632,89.84210526315789,0.0,30.674342105263158,0,0,18
2025-02-25,B,ICE,VAN_ICE_CREW_01,6,1.0,1.0,99.16666666666667,0.0,31.99652777777777,0,0,6
2025-02-26,A,ICE,VAN_ICE_LARGE_01,9,1.0,1.0,70.88888888888889,0.0,28.68055555555555,0,0,9
2025-02-27,A,ICE,VAN_ICE_CREW_01,9,0.8888888888888888,1.0,35140.666666666664,0.0,36.00694444444444,0,0,9
2025-03-01,B,ICE,VAN_ICE_CREW_01,11,1.0,0.9090909090909091,76.0909090909091,0.0,29.592803030303028,0,0,11
2025-03-01,A,ICE,VAN_ICE_LARGE_01,5,1.0,1.0,99.0,0.0,31.3125,0,0,5
2025-03-05,B,EV,VAN_EV_LARGE_01,3,1.0,1.0,154.33333333333334,-0.14000000000000057,40.104166666666664,0,0,3
2025-03-06,A,EV,VAN_EV_MID_01,3,1.0,1.0,130.33333333333334,-0.38000000000000017,37.42824074074074,0,0,3
2025-03-07,A,EV,VAN_EV_LARGE_01,2,0.0,1.0,303429.0,7.325000000000003,53.86461805555556,0,1,0
2025-03-09,A,EV,VAN_EV_MID_02,5,0.8,1.0,60152.6,0.019999999999998862,38.26188888888889,0,0,4
