fecha,escenario,share_ev,intensidad_ramp_up,disponibilidad_slots_carga,presion_patio_indice,restriccion_logistica_indice
2025-01-01,pre_lanzamiento,0.06163117798710341,0.21639042601331152,0.9380585049502036,0.3814435359474056,0.21923602937270967
2025-01-02,pre_lanzamiento,0.02968620287212235,0.23401599599135772,0.9432871309198868,0.36608022123427847,0.2080339027507036
2025-01-03,pre_lanzamiento,0.031967707894352416,0.290625050243778,0.9621705809203086,0.4246552998701439,0.23920031230517702
2025-01-04,pre_lanzamiento,0.04990627346033497,0.24309523580245684,0.9467686391284625,0.34746946798893774,0.2126006117675604
2025-01-05,pre_lanzamiento,0.04974607965303279,0.2975935937825923,0.9435142123666177,0.386121847367522,0.2631368566948384
2025-01-06,pre_lanzamiento,0.050746604890629744,0.26659644001159627,0.9312934009065096,0.392655589873094,0.2391327246983894
2025-01-07,pre_lanzamiento,0.040171887800415404,0.3282517965840082,0.9394873842410769,0.41912594191048835,0.2747242024289757
2025-01-08,pre_lanzamiento,0.058604490822867186,0.3211451481614608,0.93347525288369,0.45463224655904677,0.19621003529460365
2025-01-09,pre_lanzamiento,0.043637184901811496,0.3104496342721262,0.9348474382095995,0.402316873050878,0.20964037978498334
2025-01-10,pre_lanzamiento,0.06350973984456523,0.3498406904528736,0.9253279018176557,0.44183338025585006,0.20353853433732635
2025-01-11,pre_lanzamiento,0.04122859099040193,0.3070442819397612,0.960283600456475,0.3550083348278959,0.21011772506508009
2025-01-12,pre_lanzamiento,0.039719496369132516,0.2937912370034741,0.9748790091198462,0.3395269504650138,0.23595624309026958
2025-01-13,pre_lanzamiento,0.04984580678385494,0.40045080353939677,0.9574090041169736,0.3855886749651472,0.23934245737767498
2025-01-14,pre_lanzamiento,0.05488291629957513,0.3192133277771118,0.9440735211990201,0.43275676121764006,0.24166509506142872
2025-01-15,pre_lanzamiento,0.0751019021539485,0.3309311648304688,0.9378812228955272,0.45281971660654236,0.16209166308090878
2025-01-16,pre_lanzamiento,0.045463473215970954,0.35763644473752815,0.9537119944119558,0.4021972751773005,0.16499715742375223
2025-01-17,pre_lanzamiento,0.06752672660401614,0.30772749122939397,0.9510576522641336,0.46200755541202476,0.24703708331018295
2025-01-18,pre_lanzamiento,0.06675839644601791,0.3107579920983451,0.9595874996308201,0.3876459098579155,0.1919844681640327
2025-01-19,pre_lanzamiento,0.06348826422383018,0.2953833974099574,0.943018514669282,0.36740594056021497,0.2756769177445977
2025-01-20,pre_lanzamiento,0.08093928998510319,0.3276342994508107,0.9126536969062746,0.43940063244436145,0.25311502478087006
2025-01-21,pre_lanzamiento,0.08058158564882403,0.33331625062063225,0.9472690874521106,0.40439696549761717,0.2176507450765092
2025-01-22,pre_lanzamiento,0.06619109370920824,0.3998169464120108,0.9634486167028551,0.432837386884705,0.23915733402330103
2025-01-23,pre_lanzamiento,0.08645039836559469,0.3236750290584699,0.9172791443738411,0.4356057171032468,0.2284742095737327
2025-01-24,pre_lanzamiento,0.08300907875835084,0.3762413154004974,0.9261069235131147,0.43294099921530455,0.20801228353942752
2025-01-25,pre_lanzamiento,0.0817712734950364,0.35711356276266215,0.9627391690998436,0.4232158860323807,0.1845721361489718
2025-01-26,pre_lanzamiento,0.07797176870520475,0.3888796554417372,0.9387967948246457,0.4138608241685892,0.22151578300700858
2025-01-27,pre_lanzamiento,0.07235840344051322,0.29489341237739786,0.9292753943866615,0.4073323078306561,0.21246203943956035
2025-01-28,pre_lanzamiento,0.07071323841503567,0.3654812672548183,0.9318894242857134,0.435732561863563,0.23134854515147346
2025-01-29,pre_lanzamiento,0.07514667961816059,0.3800957481859972,0.9242222672849293,0.4610116836987526,0.2576773917648213
2025-01-30,pre_lanzamiento,0.09234718039080715,0.3471954207880156,0.9123459182484321,0.47126135995632124,0.2546661540755793
2025-01-31,pre_lanzamiento,0.07005822660975697,0.38427700339760723,0.9413587072080947,0.43994188507238563,0.17541542507260108
2025-02-01,pre_lanzamiento,0.07937604149975448,0.38265605690675003,0.9559494712774501,0.41899067366268655,0.264292588001792
2025-02-02,pre_lanzamiento,0.08038296042799664,0.34257609078087986,0.9299441579381823,0.39062640993894576,0.25066467557084604
2025-02-03,pre_lanzamiento,0.10365268628852434,0.41614563463983206,0.920790312338311,0.48652743420715905,0.20980356328493244
2025-02-04,pre_lanzamiento,0.07704538403137284,0.3863663171673232,0.9175717245960443,0.44620453892099404,0.29595446354808647
2025-02-05,pre_lanzamiento,0.09376867028123738,0.3426435271214238,0.9368925041843846,0.43970997553658325,0.22673743941392002
2025-02-06,pre_lanzamiento,0.09094546449365143,0.4275801168236239,0.9417455313638385,0.4380649272609992,0.2550446072485623
2025-02-07,pre_lanzamiento,0.09054818982372263,0.3954011141392143,0.9309693663480051,0.4380835515281757,0.15521215080710798
2025-02-08,pre_lanzamiento,0.09259963096004278,0.406586471160041,0.9343987843443979,0.43286014909352566,0.21089634271011426
2025-02-09,pre_lanzamiento,0.09430293056130887,0.4350305964439114,0.9251238264185134,0.4469895064872518,0.27036531940686737
2025-02-10,pre_lanzamiento,0.09910682323997128,0.4376857254465235,0.959976913052231,0.4650364421032778,0.26888451151644693
2025-02-11,pre_lanzamiento,0.09400794889143867,0.41872919905197103,0.9534654413234005,0.4205726494101838,0.22208800526906844
2025-02-12,pre_lanzamiento,0.10063547888069677,0.42795235326396003,0.9544926456095922,0.4723489763691606,0.20403170892004008
2025-02-13,pre_lanzamiento,0.11258182315786383,0.4466444087571207,0.9090287375811135,0.43481410397874926,0.26920613768551754
2025-02-14,pre_lanzamiento,0.09910063952121907,0.44792222877319293,0.9533206666294105,0.4352913828380345,0.2478784548692334
2025-02-15,pre_lanzamiento,0.12615972901417294,0.4286342729038359,0.9649730662451146,0.4489924047139256,0.23286197519576435
2025-02-16,pre_lanzamiento,0.12890234374611054,0.48876280415432694,0.8719087438119218,0.5039131269875491,0.2519289265374562
2025-02-17,pre_lanzamiento,0.11063557253367726,0.4536980565834618,0.9200149791559588,0.4849388466612516,0.24086558785229603
2025-02-18,pre_lanzamiento,0.116843869732218,0.4313093465134057,0.9102968721584105,0.477439360915769,0.27741119657902297
2025-02-19,pre_lanzamiento,0.1163539776596832,0.46133814603121825,0.9367671817323733,0.5142906018629223,0.19650447084869094
2025-02-20,pre_lanzamiento,0.11882759599243095,0.5047792457048609,0.9431081942488148,0.5068748911796007,0.34181823939995437
2025-02-21,pre_lanzamiento,0.12446399091987045,0.47045392003153663,0.8939644067336263,0.43904240509821435,0.2829959546065244
2025-02-22,pre_lanzamiento,0.13716165667100394,0.48102867964242596,0.920203843120396,0.46293340590308457,0.1995474006079473
2025-02-23,pre_lanzamiento,0.10145722914101162,0.5354181442975883,0.9409464941006668,0.4660229518663754,0.22221678268728104
2025-02-24,pre_lanzamiento,0.12691568378779117,0.5200810792383334,0.8835361631591582,0.5403174696292175,0.22431647867507498
2025-02-25,pre_serie,0.1276436598069434,0.4861691876554073,0.9136477006004828,0.4542179959492375,0.23088577157474333
2025-02-26,pre_serie,0.11744787453319258,0.47063525336542955,0.9201814145589211,0.47567470318262517,0.24089958345620008
2025-02-27,pre_serie,0.15017925877723196,0.4461143824532843,0.8888452436153693,0.5230742805005719,0.315530724399264
2025-02-28,pre_serie,0.11873030656238506,0.4607561041747763,0.9296914254969153,0.5231406716793287,0.2366868989269336
2025-03-01,pre_serie,0.1449215682044008,0.4982596586235703,0.9230990547380535,0.4974353910358254,0.26525593641453604
2025-03-02,pre_serie,0.11908340582709802,0.38811431416772335,0.9351286246673614,0.45297580660290365,0.1676365239437492
2025-03-03,pre_serie,0.14970087751845046,0.49088455969198913,0.9305814443396112,0.5319946140734123,0.2622166275484962
2025-03-04,pre_serie,0.13222685827951405,0.48575704487954724,0.9123993271376236,0.4929107331638977,0.2957080271159662
2025-03-05,pre_serie,0.1669861662506535,0.49255971049056546,0.8875039973041484,0.576390929774848,0.29489843016960016
2025-03-06,pre_serie,0.15034225733939513,0.4456418786252877,0.9228814273159108,0.4993344228893921,0.19792374765039727
2025-03-07,pre_serie,0.15746612690985337,0.4881381933429178,0.8818302857797534,0.5690289862676995,0.2684259769945377
2025-03-08,pre_serie,0.18057056486858997,0.4765242121906772,0.9317212744633255,0.46884121517166855,0.33027817699405415
2025-03-09,pre_serie,0.1444936984949924,0.5034364998406712,0.9010218627270452,0.49808243477420083,0.23944955300323087
2025-03-10,pre_serie,0.17249816131073342,0.5178004452776469,0.9617747519152335,0.5156732545660238,0.2639533345772307
2025-03-11,pre_serie,0.15993929283524083,0.4806125686558049,0.9465667094299843,0.48892165584812153,0.2856022495014745
2025-03-12,pre_serie,0.1641398001241696,0.46407516009048094,0.920469360682222,0.520963161500136,0.3393880659076012
2025-03-13,pre_serie,0.18896111785640288,0.4631320385565715,0.9312030368988041,0.5835567920762932,0.3551975159117815
2025-03-14,pre_serie,0.16800592711710818,0.5150492242019279,0.9378668866746406,0.5371647049499678,0.3225637266667409
2025-03-15,pre_serie,0.18820726186419517,0.49084695418279556,0.9291764082485614,0.49187329117969314,0.21675225711694293
2025-03-16,pre_serie,0.1792353307469462,0.5170603897957229,0.915385294441602,0.4619890086730617,0.24636432825982987
2025-03-17,pre_serie,0.18616260980378058,0.5031165654474036,0.9108840213301932,0.6077595578779009,0.31409617981980825
2025-03-18,pre_serie,0.18066960009003108,0.5170909464672592,0.9193634643095878,0.5572562163627819,0.28720936450074686
2025-03-19,pre_serie,0.19038882686650085,0.5172970939185259,0.8940098884442582,0.5612112788638506,0.22169210177268792
2025-03-20,pre_serie,0.2078314820931143,0.5502352772093133,0.9220113625969113,0.6048334152166928,0.33743623624045144
2025-03-21,pre_serie,0.1843746345651437,0.5254785562736906,0.9463385797725731,0.5645338345279869,0.2429584668295035
2025-03-22,pre_serie,0.213011297884235,0.5659787996629693,0.9196441497218736,0.5590777449289945,0.2546916897480478
2025-03-23,pre_serie,0.21810558657908072,0.575754792074236,0.9239749334721276,0.5124523592958193,0.28423575532507406
2025-03-24,pre_serie,0.1929529815993362,0.5711577901449924,0.9089995465216755,0.5755172397303012,0.3104317316714961
2025-03-25,pre_serie,0.20407448929310956,0.5466154580024578,0.9092067053112601,0.5631622873152997,0.3930738386129644
2025-03-26,pre_serie,0.2019490440549808,0.5619564551779609,0.8975379944040864,0.5516107431150606,0.339493090897881
2025-03-27,pre_serie,0.20995853037487783,0.49974912701671376,0.9172974816038006,0.6052379877936598,0.28528694346523426
2025-03-28,pre_serie,0.2090634779074079,0.6036718462339175,0.9050500238706931,0.5589175790376423,0.2636907550246803
2025-03-29,pre_serie,0.20587514903407755,0.6112943679262838,0.949875192058948,0.5456422946259878,0.3083039215297634
2025-03-30,pre_serie,0.22714143988261049,0.5931068049459771,0.9024349341145027,0.5585182648006506,0.34110997114122976
2025-03-31,pre_serie,0.20574561999159455,0.6071139090061368,0.9027723749045126,0.6394069279330424,0.3297603445219859
2025-04-01,pre_serie,0.21086336569387648,0.611537097942137,0.898646940270102,0.5607422700637493,0.2644428487418382
2025-04-02,pre_serie,0.22539485699577505,0.5502823305413794,0.8896967102633581,0.5881359939081068,0.3878682422313728
2025-04-03,pre_serie,0.22985582300717677,0.6188691195302247,0.9066997716445104,0.6162285398898103,0.28440572930430963
2025-04-04,pre_serie,0.2584033449426008,0.5915585940381273,0.90387299741304,0.6570848397396294,0.32420161153963023
2025-04-05,pre_serie,0.22792325092828788,0.6138005159370387,0.9108640229530321,0.5491066849262165,0.3148243324803716
